Aasta;Maakond;Kuu;Arv
2008;Võru maakond;Juuli;4
2009;Harju maakond;Juuli;114
2009;..Tallinn;Juuli;103
2009;Hiiu maakond;Juuli;0
2009;Ida-Viru maakond;Juuli;42
2009;Jõgeva maakond;Juuli;6
2009;Järva maakond;Juuli;3
2009;Lääne maakond;Juuli;5
2009;Lääne-Viru maakond;Juuli;9
2009;Põlva maakond;Juuli;3
2009;Pärnu maakond;Juuli;13
2009;Rapla maakond;Juuli;4
2009;Saare maakond;Juuli;3
2009;Tartu maakond;Juuli;29
2009;Valga maakond;Juuli;4
2009;Viljandi maakond;Juuli;8
2009;Võru maakond;Juuli;2
2010;Harju maakond;Juuli;117
2010;..Tallinn;Juuli;114
2010;Hiiu maakond;Juuli;0
2010;Ida-Viru maakond;Juuli;32
2010;Jõgeva maakond;Juuli;3
2010;Järva maakond;Juuli;3
2010;Lääne maakond;Juuli;2
2010;Lääne-Viru maakond;Juuli;3
2010;Põlva maakond;Juuli;1
2010;Pärnu maakond;Juuli;11
2010;Rapla maakond;Juuli;1
2010;Saare maakond;Juuli;5
2010;Tartu maakond;Juuli;22
2010;Valga maakond;Juuli;2
2010;Viljandi maakond;Juuli;8
2010;Võru maakond;Juuli;2
2011;Harju maakond;Juuli;105
2011;..Tallinn;Juuli;99
2011;Hiiu maakond;Juuli;0
2011;Ida-Viru maakond;Juuli;29
2011;Jõgeva maakond;Juuli;3
2011;Järva maakond;Juuli;5
2011;Lääne maakond;Juuli;3
2011;Lääne-Viru maakond;Juuli;7
2011;Põlva maakond;Juuli;4
2011;Pärnu maakond;Juuli;16
2011;Rapla maakond;Juuli;2
2011;Saare maakond;Juuli;2
2011;Tartu maakond;Juuli;26
2011;Valga maakond;Juuli;9
2011;Viljandi maakond;Juuli;6
2011;Võru maakond;Juuli;7
2012;Harju maakond;Juuli;141
2012;..Tallinn;Juuli;136
2012;Hiiu maakond;Juuli;1
2012;Ida-Viru maakond;Juuli;43
2012;Jõgeva maakond;Juuli;2
2012;Järva maakond;Juuli;5
2012;Lääne maakond;Juuli;4
2012;Lääne-Viru maakond;Juuli;13
2012;Põlva maakond;Juuli;2
2012;Pärnu maakond;Juuli;15
2012;Rapla maakond;Juuli;2
2012;Saare maakond;Juuli;3
2012;Tartu maakond;Juuli;27
2012;Valga maakond;Juuli;6
2012;Viljandi maakond;Juuli;9
2012;Võru maakond;Juuli;3
2013;Harju maakond;Juuli;143
2013;..Tallinn;Juuli;130
2013;Hiiu maakond;Juuli;2
2013;Ida-Viru maakond;Juuli;33
2013;Jõgeva maakond;Juuli;3
2013;Järva maakond;Juuli;9
2013;Lääne maakond;Juuli;5
2013;Lääne-Viru maakond;Juuli;9
2013;Põlva maakond;Juuli;9
2013;Pärnu maakond;Juuli;15
2013;Rapla maakond;Juuli;3
2013;Saare maakond;Juuli;6
2013;Tartu maakond;Juuli;17
2013;Valga maakond;Juuli;2
2013;Viljandi maakond;Juuli;7
2013;Võru maakond;Juuli;0
2014;Harju maakond;Juuli;148
2014;..Tallinn;Juuli;146
2014;Hiiu maakond;Juuli;1
2014;Ida-Viru maakond;Juuli;33
2014;Jõgeva maakond;Juuli;1
2014;Järva maakond;Juuli;3
2014;Lääne maakond;Juuli;4
2014;Lääne-Viru maakond;Juuli;3
2014;Põlva maakond;Juuli;5
2014;Pärnu maakond;Juuli;16
2014;Rapla maakond;Juuli;3
2014;Saare maakond;Juuli;6
2014;Tartu maakond;Juuli;44
2014;Valga maakond;Juuli;4
2014;Viljandi maakond;Juuli;5
2014;Võru maakond;Juuli;2
2015;Harju maakond;Juuli;140
2015;..Tallinn;Juuli;135
2015;Hiiu maakond;Juuli;3
2015;Ida-Viru maakond;Juuli;40
2015;Jõgeva maakond;Juuli;1
2015;Järva maakond;Juuli;4
2015;Lääne maakond;Juuli;1
2015;Lääne-Viru maakond;Juuli;4
2015;Põlva maakond;Juuli;2
2015;Pärnu maakond;Juuli;17
2015;Rapla maakond;Juuli;9
2015;Saare maakond;Juuli;4
2015;Tartu maakond;Juuli;18
2015;Valga maakond;Juuli;2
2015;Viljandi maakond;Juuli;7
2015;Võru maakond;Juuli;7
2016;Harju maakond;Juuli;116
2016;..Tallinn;Juuli;110
2016;Hiiu maakond;Juuli;2
2016;Ida-Viru maakond;Juuli;32
2016;Jõgeva maakond;Juuli;3
2016;Järva maakond;Juuli;5
2016;Lääne maakond;Juuli;5
2016;Lääne-Viru maakond;Juuli;12
2016;Põlva maakond;Juuli;2
2016;Pärnu maakond;Juuli;10
2016;Rapla maakond;Juuli;4
2016;Saare maakond;Juuli;1
2016;Tartu maakond;Juuli;21
2016;Valga maakond;Juuli;4
2016;Viljandi maakond;Juuli;11
2016;Võru maakond;Juuli;2
2017;Harju maakond;Juuli;121
2017;..Tallinn;Juuli;111
2017;Hiiu maakond;Juuli;1
2017;Ida-Viru maakond;Juuli;26
2017;Jõgeva maakond;Juuli;2
2017;Järva maakond;Juuli;3
2017;Lääne maakond;Juuli;6
2017;Lääne-Viru maakond;Juuli;12
2017;Põlva maakond;Juuli;4
2017;Pärnu maakond;Juuli;10
2017;Rapla maakond;Juuli;9
2017;Saare maakond;Juuli;7
2017;Tartu maakond;Juuli;24
2017;Valga maakond;Juuli;1
2017;Viljandi maakond;Juuli;7
2017;Võru maakond;Juuli;6
2018;Harju maakond;Juuli;146
2018;..Tallinn;Juuli;146
2018;Hiiu maakond;Juuli;0
2018;Ida-Viru maakond;Juuli;30
2018;Jõgeva maakond;Juuli;5
2018;Järva maakond;Juuli;6
2018;Lääne maakond;Juuli;1
2018;Lääne-Viru maakond;Juuli;9
2018;Põlva maakond;Juuli;1
2018;Pärnu maakond;Juuli;9
2018;Rapla maakond;Juuli;5
2018;Saare maakond;Juuli;1
2018;Tartu maakond;Juuli;22
2018;Valga maakond;Juuli;1
2018;Viljandi maakond;Juuli;9
2018;Võru maakond;Juuli;5
2019;Harju maakond;Juuli;126
2019;..Tallinn;Juuli;126
2019;Hiiu maakond;Juuli;0
2019;Ida-Viru maakond;Juuli;41
2019;Jõgeva maakond;Juuli;2
2019;Järva maakond;Juuli;5
2019;Lääne maakond;Juuli;2
2019;Lääne-Viru maakond;Juuli;8
2019;Põlva maakond;Juuli;1
2019;Pärnu maakond;Juuli;5
2019;Rapla maakond;Juuli;5
2019;Saare maakond;Juuli;4
2019;Tartu maakond;Juuli;37
2019;Valga maakond;Juuli;2
2019;Viljandi maakond;Juuli;9
2019;Võru maakond;Juuli;10
2020;Harju maakond;Juuli;179
2020;..Tallinn;Juuli;179
2020;Hiiu maakond;Juuli;1
2020;Ida-Viru maakond;Juuli;53
2020;Jõgeva maakond;Juuli;3
2020;Järva maakond;Juuli;2
2020;Lääne maakond;Juuli;2
2020;Lääne-Viru maakond;Juuli;9
2020;Põlva maakond;Juuli;3
2020;Pärnu maakond;Juuli;17
2020;Rapla maakond;Juuli;1
2020;Saare maakond;Juuli;5
2020;Tartu maakond;Juuli;31
2020;Valga maakond;Juuli;4
2020;Viljandi maakond;Juuli;11
2020;Võru maakond;Juuli;6
2006;Harju maakond;August;168
2006;..Tallinn;August;153
2006;Hiiu maakond;August;0
2006;Ida-Viru maakond;August;50
2006;Jõgeva maakond;August;8
2006;Järva maakond;August;10
2006;Lääne maakond;August;8
2006;Lääne-Viru maakond;August;16
2006;Põlva maakond;August;7
2006;Pärnu maakond;August;20
2006;Rapla maakond;August;4
2006;Saare maakond;August;6
2006;Tartu maakond;August;35
2006;Valga maakond;August;7
2006;Viljandi maakond;August;9
2006;Võru maakond;August;2
2007;Harju maakond;August;146
2007;..Tallinn;August;134
2007;Hiiu maakond;August;0
2007;Ida-Viru maakond;August;47
2007;Jõgeva maakond;August;7
2007;Järva maakond;August;9
2007;Lääne maakond;August;4
2007;Lääne-Viru maakond;August;13
2007;Põlva maakond;August;7
2007;Pärnu maakond;August;24
2007;Rapla maakond;August;4
2007;Saare maakond;August;4
2007;Tartu maakond;August;31
2007;Valga maakond;August;6
2007;Viljandi maakond;August;13
2007;Võru maakond;August;2
2008;Harju maakond;August;130
2008;..Tallinn;August;115
2008;Hiiu maakond;August;0
2008;Ida-Viru maakond;August;37
2008;Jõgeva maakond;August;7
2008;Järva maakond;August;9
2008;Lääne maakond;August;3
2008;Lääne-Viru maakond;August;11
2008;Põlva maakond;August;9
2008;Pärnu maakond;August;24
2008;Rapla maakond;August;4
2008;Saare maakond;August;4
2008;Tartu maakond;August;24
2008;Valga maakond;August;10
2008;Viljandi maakond;August;10
2008;Võru maakond;August;1
2009;Harju maakond;August;124
2009;..Tallinn;August;119
2009;Hiiu maakond;August;0
2009;Ida-Viru maakond;August;49
2009;Jõgeva maakond;August;4
2009;Järva maakond;August;5
2009;Lääne maakond;August;0
2009;Lääne-Viru maakond;August;5
2009;Põlva maakond;August;5
2009;Pärnu maakond;August;9
2009;Rapla maakond;August;1
2009;Saare maakond;August;4
2009;Tartu maakond;August;24
2009;Valga maakond;August;1
2009;Viljandi maakond;August;5
2009;Võru maakond;August;6
2010;Harju maakond;August;120
2010;..Tallinn;August;118
2010;Hiiu maakond;August;2
2010;Ida-Viru maakond;August;45
2010;Jõgeva maakond;August;2
2010;Järva maakond;August;5
2010;Lääne maakond;August;4
2010;Lääne-Viru maakond;August;8
2010;Põlva maakond;August;1
2010;Pärnu maakond;August;13
2010;Rapla maakond;August;7
2010;Saare maakond;August;2
2010;Tartu maakond;August;31
2010;Valga maakond;August;4
2010;Viljandi maakond;August;4
2010;Võru maakond;August;7
2011;Harju maakond;August;115
2011;..Tallinn;August;113
2011;Hiiu maakond;August;0
2011;Ida-Viru maakond;August;46
2011;Jõgeva maakond;August;7
2011;Järva maakond;August;4
2011;Lääne maakond;August;3
2011;Lääne-Viru maakond;August;13
2011;Põlva maakond;August;6
2011;Pärnu maakond;August;16
2011;Rapla maakond;August;3
2011;Saare maakond;August;3
2011;Tartu maakond;August;32
2011;Valga maakond;August;3
2011;Viljandi maakond;August;4
2011;Võru maakond;August;3
2012;Harju maakond;August;128
2012;..Tallinn;August;121
2012;Hiiu maakond;August;1
2012;Ida-Viru maakond;August;37
2012;Jõgeva maakond;August;4
2012;Järva maakond;August;7
2012;Lääne maakond;August;4
2012;Lääne-Viru maakond;August;8
2012;Põlva maakond;August;5
2012;Pärnu maakond;August;15
2012;Rapla maakond;August;1
2012;Saare maakond;August;2
2012;Tartu maakond;August;25
2012;Valga maakond;August;2
2012;Viljandi maakond;August;8
2012;Võru maakond;August;3
2013;Harju maakond;August;143
2013;..Tallinn;August;131
2013;Hiiu maakond;August;2
2013;Ida-Viru maakond;August;46
2013;Jõgeva maakond;August;3
2013;Järva maakond;August;6
2013;Lääne maakond;August;8
2013;Lääne-Viru maakond;August;15
2013;Põlva maakond;August;5
2013;Pärnu maakond;August;21
2013;Rapla maakond;August;4
2013;Saare maakond;August;3
2013;Tartu maakond;August;26
2013;Valga maakond;August;6
2013;Viljandi maakond;August;9
2013;Võru maakond;August;7
2014;Harju maakond;August;107
2014;..Tallinn;August;103
2014;Hiiu maakond;August;1
2014;Ida-Viru maakond;August;36
2014;Jõgeva maakond;August;1
2014;Järva maakond;August;2
2014;Lääne maakond;August;4
2014;Lääne-Viru maakond;August;12
2014;Põlva maakond;August;5
2014;Pärnu maakond;August;14
2014;Rapla maakond;August;3
2014;Saare maakond;August;6
2014;Tartu maakond;August;31
2014;Valga maakond;August;6
2014;Viljandi maakond;August;6
2014;Võru maakond;August;3
2015;Harju maakond;August;115
2015;..Tallinn;August;111
2015;Hiiu maakond;August;2
2015;Ida-Viru maakond;August;24
2015;Jõgeva maakond;August;0
2015;Järva maakond;August;5
2015;Lääne maakond;August;3
2015;Lääne-Viru maakond;August;12
2015;Põlva maakond;August;2
2015;Pärnu maakond;August;11
2015;Rapla maakond;August;6
2015;Saare maakond;August;1
2015;Tartu maakond;August;39
2015;Valga maakond;August;5
2015;Viljandi maakond;August;7
2015;Võru maakond;August;4
2016;Harju maakond;August;107
2016;..Tallinn;August;103
2016;Hiiu maakond;August;1
2016;Ida-Viru maakond;August;24
2016;Jõgeva maakond;August;3
2016;Järva maakond;August;6
2016;Lääne maakond;August;3
2016;Lääne-Viru maakond;August;4
2016;Põlva maakond;August;5
2016;Pärnu maakond;August;21
2016;Rapla maakond;August;3
2016;Saare maakond;August;2
2016;Tartu maakond;August;29
2016;Valga maakond;August;4
2016;Viljandi maakond;August;9
2016;Võru maakond;August;4
2017;Harju maakond;August;153
2017;..Tallinn;August;146
2017;Hiiu maakond;August;2
2017;Ida-Viru maakond;August;27
2017;Jõgeva maakond;August;4
2017;Järva maakond;August;2
2017;Lääne maakond;August;3
2017;Lääne-Viru maakond;August;6
2017;Põlva maakond;August;4
2017;Pärnu maakond;August;7
2017;Rapla maakond;August;4
2017;Saare maakond;August;8
2017;Tartu maakond;August;27
2017;Valga maakond;August;7
2017;Viljandi maakond;August;9
2017;Võru maakond;August;4
2018;Harju maakond;August;123
2018;..Tallinn;August;123
2018;Hiiu maakond;August;2
2018;Ida-Viru maakond;August;34
2018;Jõgeva maakond;August;2
2018;Järva maakond;August;6
2018;Lääne maakond;August;2
2018;Lääne-Viru maakond;August;13
2018;Põlva maakond;August;1
2018;Pärnu maakond;August;10
2018;Rapla maakond;August;5
2018;Saare maakond;August;4
2018;Tartu maakond;August;23
2018;Valga maakond;August;3
2018;Viljandi maakond;August;6
2018;Võru maakond;August;4
2019;Harju maakond;August;128
2019;..Tallinn;August;128
2019;Hiiu maakond;August;0
2019;Ida-Viru maakond;August;35
2019;Jõgeva maakond;August;3
2019;Järva maakond;August;3
2019;Lääne maakond;August;2
2019;Lääne-Viru maakond;August;11
2019;Põlva maakond;August;2
2019;Pärnu maakond;August;10
2019;Rapla maakond;August;6
2019;Saare maakond;August;5
2019;Tartu maakond;August;23
2019;Valga maakond;August;5
2019;Viljandi maakond;August;12
2019;Võru maakond;August;5
2020;Harju maakond;August;136
2020;..Tallinn;August;136
2020;Hiiu maakond;August;1
2020;Ida-Viru maakond;August;46
2020;Jõgeva maakond;August;2
2020;Järva maakond;August;5
2020;Lääne maakond;August;5
2020;Lääne-Viru maakond;August;14
2020;Põlva maakond;August;6
2020;Pärnu maakond;August;6
2020;Rapla maakond;August;8
2020;Saare maakond;August;8
2020;Tartu maakond;August;22
2020;Valga maakond;August;2
2020;Viljandi maakond;August;6
2020;Võru maakond;August;3
2006;Harju maakond;September;143
2006;..Tallinn;September;128
2006;Hiiu maakond;September;1
2006;Ida-Viru maakond;September;41
2006;Jõgeva maakond;September;8
2006;Järva maakond;September;8
2006;Lääne maakond;September;3
2006;Lääne-Viru maakond;September;11
2006;Põlva maakond;September;7
2006;Pärnu maakond;September;21
2006;Rapla maakond;September;3
2006;Saare maakond;September;9
2006;Tartu maakond;September;35
2006;Valga maakond;September;7
2006;Viljandi maakond;September;6
2006;Võru maakond;September;9
2007;Harju maakond;September;144
2007;..Tallinn;September;139
2007;Hiiu maakond;September;0
2007;Ida-Viru maakond;September;32
2007;Jõgeva maakond;September;3
2007;Järva maakond;September;5
2007;Lääne maakond;September;3
2007;Lääne-Viru maakond;September;15
2007;Põlva maakond;September;7
2007;Pärnu maakond;September;18
2007;Rapla maakond;September;8
2007;Saare maakond;September;4
2007;Tartu maakond;September;31
2007;Valga maakond;September;5
2007;Viljandi maakond;September;9
2007;Võru maakond;September;8
2008;Harju maakond;September;115
2008;..Tallinn;September;111
2008;Hiiu maakond;September;0
2008;Ida-Viru maakond;September;39
2008;Jõgeva maakond;September;6
2008;Järva maakond;September;8
2008;Lääne maakond;September;6
2008;Lääne-Viru maakond;September;13
2008;Põlva maakond;September;3
2008;Pärnu maakond;September;14
2008;Rapla maakond;September;4
2008;Saare maakond;September;5
2008;Tartu maakond;September;27
2008;Valga maakond;September;5
2008;Viljandi maakond;September;7
2008;Võru maakond;September;9
2009;Harju maakond;September;118
2009;..Tallinn;September;109
2009;Hiiu maakond;September;1
2009;Ida-Viru maakond;September;29
2009;Jõgeva maakond;September;3
2009;Järva maakond;September;8
2009;Lääne maakond;September;6
2009;Lääne-Viru maakond;September;9
2009;Põlva maakond;September;3
2009;Pärnu maakond;September;8
2009;Rapla maakond;September;3
2009;Saare maakond;September;7
2009;Tartu maakond;September;30
2009;Valga maakond;September;4
2009;Viljandi maakond;September;8
2009;Võru maakond;September;5
2010;Harju maakond;September;120
2010;..Tallinn;September;113
2010;Hiiu maakond;September;1
2010;Ida-Viru maakond;September;43
2010;Jõgeva maakond;September;2
2010;Järva maakond;September;5
2010;Lääne maakond;September;6
2010;Lääne-Viru maakond;September;6
2010;Põlva maakond;September;4
2010;Pärnu maakond;September;17
2010;Rapla maakond;September;8
2010;Saare maakond;September;4
2010;Tartu maakond;September;23
2010;Valga maakond;September;4
2010;Viljandi maakond;September;10
2010;Võru maakond;September;5
2011;Harju maakond;September;131
2011;..Tallinn;September;122
2011;Hiiu maakond;September;1
2011;Ida-Viru maakond;September;53
2011;Jõgeva maakond;September;4
2011;Järva maakond;September;3
2011;Lääne maakond;September;7
2011;Lääne-Viru maakond;September;10
2011;Põlva maakond;September;5
2011;Pärnu maakond;September;15
2011;Rapla maakond;September;4
2011;Saare maakond;September;3
2011;Tartu maakond;September;27
2011;Valga maakond;September;3
2011;Viljandi maakond;September;9
2011;Võru maakond;September;4
2012;Harju maakond;September;120
2012;..Tallinn;September;111
2012;Hiiu maakond;September;0
2012;Ida-Viru maakond;September;38
2012;Jõgeva maakond;September;1
2012;Järva maakond;September;6
2012;Lääne maakond;September;3
2012;Lääne-Viru maakond;September;7
2012;Põlva maakond;September;7
2012;Pärnu maakond;September;20
2012;Rapla maakond;September;2
2012;Saare maakond;September;3
2012;Tartu maakond;September;23
2012;Valga maakond;September;4
2012;Viljandi maakond;September;7
2012;Võru maakond;September;2
2013;Harju maakond;September;130
2013;..Tallinn;September;120
2013;Hiiu maakond;September;0
2013;Ida-Viru maakond;September;39
2013;Jõgeva maakond;September;3
2013;Järva maakond;September;8
2013;Lääne maakond;September;5
2013;Lääne-Viru maakond;September;13
2013;Põlva maakond;September;1
2013;Pärnu maakond;September;16
2013;Rapla maakond;September;5
2013;Saare maakond;September;5
2013;Tartu maakond;September;26
2013;Valga maakond;September;2
2013;Viljandi maakond;September;7
2013;Võru maakond;September;6
2014;Harju maakond;September;132
2014;..Tallinn;September;126
2014;Hiiu maakond;September;2
2014;Ida-Viru maakond;September;35
2014;Jõgeva maakond;September;5
2014;Järva maakond;September;6
2014;Lääne maakond;September;7
2014;Lääne-Viru maakond;September;13
2014;Põlva maakond;September;5
2014;Pärnu maakond;September;14
2014;Rapla maakond;September;3
2014;Saare maakond;September;5
2014;Tartu maakond;September;37
2014;Valga maakond;September;2
2014;Viljandi maakond;September;3
2014;Võru maakond;September;6
2015;Harju maakond;September;141
2015;..Tallinn;September;137
2015;Hiiu maakond;September;1
2015;Ida-Viru maakond;September;34
2015;Jõgeva maakond;September;5
2015;Järva maakond;September;1
2015;Lääne maakond;September;2
2015;Lääne-Viru maakond;September;10
2015;Põlva maakond;September;4
2015;Pärnu maakond;September;13
2015;Rapla maakond;September;3
2015;Saare maakond;September;1
2015;Tartu maakond;September;35
2015;Valga maakond;September;2
2015;Viljandi maakond;September;13
2015;Võru maakond;September;5
2016;Harju maakond;September;155
2016;..Tallinn;September;150
2016;Hiiu maakond;September;6
2016;Ida-Viru maakond;September;29
2016;Jõgeva maakond;September;3
2016;Järva maakond;September;4
2016;Lääne maakond;September;2
2016;Lääne-Viru maakond;September;8
2016;Põlva maakond;September;1
2016;Pärnu maakond;September;16
2016;Rapla maakond;September;1
2016;Saare maakond;September;5
2016;Tartu maakond;September;24
2016;Valga maakond;September;3
2016;Viljandi maakond;September;9
2016;Võru maakond;September;5
2017;Harju maakond;September;144
2017;..Tallinn;September;141
2017;Hiiu maakond;September;1
2017;Ida-Viru maakond;September;43
2017;Jõgeva maakond;September;5
2017;Järva maakond;September;4
2017;Lääne maakond;September;1
2017;Lääne-Viru maakond;September;14
2017;Põlva maakond;September;0
2017;Pärnu maakond;September;15
2017;Rapla maakond;September;7
2017;Saare maakond;September;5
2017;Tartu maakond;September;25
2017;Valga maakond;September;4
2017;Viljandi maakond;September;7
2017;Võru maakond;September;8
2018;Harju maakond;September;126
2018;..Tallinn;September;126
2018;Hiiu maakond;September;0
2018;Ida-Viru maakond;September;49
2018;Jõgeva maakond;September;4
2018;Järva maakond;September;7
2018;Lääne maakond;September;7
2018;Lääne-Viru maakond;September;14
2018;Põlva maakond;September;2
2018;Pärnu maakond;September;14
2018;Rapla maakond;September;5
2018;Saare maakond;September;5
2018;Tartu maakond;September;31
2018;Valga maakond;September;5
2018;Viljandi maakond;September;2
2018;Võru maakond;September;3
2019;Harju maakond;September;141
2019;..Tallinn;September;141
2019;Hiiu maakond;September;4
2019;Ida-Viru maakond;September;33
2019;Jõgeva maakond;September;3
2019;Järva maakond;September;7
2019;Lääne maakond;September;3
2019;Lääne-Viru maakond;September;8
2019;Põlva maakond;September;3
2019;Pärnu maakond;September;16
2019;Rapla maakond;September;3
2019;Saare maakond;September;3
2019;Tartu maakond;September;28
2019;Valga maakond;September;6
2019;Viljandi maakond;September;2
2019;Võru maakond;September;1
2020;Harju maakond;September;162
2020;..Tallinn;September;162
2020;Hiiu maakond;September;1
2020;Ida-Viru maakond;September;51
2020;Jõgeva maakond;September;1
2020;Järva maakond;September;4
2020;Lääne maakond;September;2
2020;Lääne-Viru maakond;September;11
2020;Põlva maakond;September;3
2020;Pärnu maakond;September;19
2020;Rapla maakond;September;2
2020;Saare maakond;September;5
2020;Tartu maakond;September;30
2020;Valga maakond;September;2
2020;Viljandi maakond;September;9
2020;Võru maakond;September;2
2006;Harju maakond;Oktoober;174
2006;..Tallinn;Oktoober;161
2006;Hiiu maakond;Oktoober;2
2006;Ida-Viru maakond;Oktoober;48
2006;Jõgeva maakond;Oktoober;6
2006;Järva maakond;Oktoober;13
2006;Lääne maakond;Oktoober;3
2006;Lääne-Viru maakond;Oktoober;15
2006;Põlva maakond;Oktoober;6
2006;Pärnu maakond;Oktoober;23
2006;Rapla maakond;Oktoober;6
2006;Saare maakond;Oktoober;5
2006;Tartu maakond;Oktoober;45
2006;Valga maakond;Oktoober;3
2006;Viljandi maakond;Oktoober;8
2006;Võru maakond;Oktoober;5
2007;Harju maakond;Oktoober;158
2007;..Tallinn;Oktoober;143
2007;Hiiu maakond;Oktoober;0
2007;Ida-Viru maakond;Oktoober;40
2007;Jõgeva maakond;Oktoober;5
2007;Järva maakond;Oktoober;6
2007;Lääne maakond;Oktoober;5
2007;Lääne-Viru maakond;Oktoober;13
2007;Põlva maakond;Oktoober;6
2007;Pärnu maakond;Oktoober;27
2007;Rapla maakond;Oktoober;12
2007;Saare maakond;Oktoober;9
2007;Tartu maakond;Oktoober;33
2007;Valga maakond;Oktoober;10
2007;Viljandi maakond;Oktoober;14
2007;Võru maakond;Oktoober;8
2008;Harju maakond;Oktoober;146
2008;..Tallinn;Oktoober;130
2008;Hiiu maakond;Oktoober;1
2008;Ida-Viru maakond;Oktoober;46
2008;Jõgeva maakond;Oktoober;11
2008;Järva maakond;Oktoober;5
2008;Lääne maakond;Oktoober;5
2008;Lääne-Viru maakond;Oktoober;9
2008;Põlva maakond;Oktoober;7
