Sisend ID;PAARID;KOHAD;POS_KOHAD;KOLLOKAADID;POS_KOLLOKAADID;NER_KOLLOKAADID;KOKKU;KOHT_KOKKU;KOLL_KOKKU;N;E;Z-skoor;Täisaadress;Kvaliteet;Objekti liik;Koodaadress;L-Est X;L-Est Y;N;E;N (dms);E (dms)
87;Maarja täis;Maarja;H;täis;A;O;1;1;34;45442;0,0007482065;36,5312217147;"Tartu maakond, Tartu vald, Maarja-Magdaleena küla";"Leiti aadress, üks objekti vaste";1;797964709000000000000000000000000;6499907;659754;58,60961;26,74943;"58°36'34.61""";"26°44'57.96"""
88;Harju vaikne;Harju;H;vaikne;A;O;1;7;5;45442;0,0007702126;36,0047722858;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
89;Harju aastane;Harju;H;aastane;A;O;1;7;5;45442;0,0007702126;36,0047722858;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
90;Harju tuttav;Harju;H;tuttav;A;O;1;7;5;45442;0,0007702126;36,0047722858;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
91;Rootsi pakutud;Rootsi;H;pakutud;A;O;1;18;2;45442;0,0007922187;35,500402392;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
92;Tõnismägi üksik;Tõnismägi;H;üksik;A;O;1;3;13;45442;0,0008582369;34,1054298524;"Harju maakond, Tallinn, Kesklinna linnaosa, Tõnismägi";"Leiti aadress, üks objekti vaste";2;37784029800000M4L0000000000000000;6588254;542064;59,43005;24,74112;"59°25'48.17""";"24°44'28.05"""
93;Jägala sinine;Jägala;H;sinine;A;O;1;8;5;45442;0,0008802429;33,6756719345;"Harju maakond, Jõelähtme vald, Jägala küla";"Leiti aadress, üks objekti vaste";1;372452299000000000000000000000000;6586712;570366;59,41246;25,23918;"59°24'44.85""";"25°14'21.06"""
94;Kuimetsa kindel;Kuimetsa;H;kindel;A;O;4;29;23;45442;0,0146780511;32,8949486482;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
95;Saksa jõukas;Saksa;H;jõukas;A;O;1;21;2;45442;0,0009242551;32,862643004;"Rapla maakond, Kehtna vald, Saksa küla";"Leiti aadress, üks objekti vaste";1;712937353000000000000000000000000;6534209;550668;58,94399;24,88021;"58°56'38.36""";"24°52'48.74"""
96;Eesti prii;Eesti;H;prii;A;O;1;21;2;45442;0,0009242551;32,862643004;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
97;Poola viimane;Poola;H;viimane;A;O;1;3;15;45442;0,0009902733;31,7462314692;"Tartu maakond, Elva vald, Neemisküla, Poola";"Leiti aadress, üks objekti vaste";3;791715393000000000B8R000000000000;6463948;627511;58,2976;26,1749;"58°17'51.35""";"26°10'29.64"""
98;Eesti kuulus;Eesti;H;kuulus;A;O;2;21;9;45442;0,0041591479;30,9473683677;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
99;Lasna tagumine;Lasna;H;tagumine;A;O;1;8;6;45442;0,0010562915;30,7361251563;"Harju maakond, Tallinn, Lasnamäe linnaosa";"Leiti aadress, üks objekti vaste";1;377840387000000000000000000000000;6588567;546772;59,43236;24,82413;"59°25'56.51""";"24°49'26.88"""
100;Pirita lihane;Pirita;H;lihane;A;O;1;16;3;45442;0,0010562915;30,7361251563;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
101;Rootsimaa kallis;Rootsimaa;H;kallis;A;O;1;2;24;45442;0,0010562915;30,7361251563;"Saare maakond, Saaremaa vald, Laadla küla, Rootsimaa";"Leiti aadress, üks objekti vaste";3;747144009000000002Y8K000000000000;6427587;384092;57,9745;22,041;"57°58'28.19""";"22°2'27.59"""
102;Pirita viimne;Pirita;H;viimne;A;O;3;16;27;45442;0,0095066238;30,6711238783;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
103;Harju peetud;Harju;H;peetud;A;O;1;7;7;45442;0,0010782976;30,4202043616;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
104;Vene endine;Vene;H;endine;A;O;3;28;16;45442;0,009858721;30,114899637;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
105;Pihkva imelik;Pihkva;H;imelik;A;O;1;2;25;45442;0,0011003037;30,1138024883;"Jõgeva maakond, Mustvee vald, Mustvee linn, Pihkva tn";"Leiti aadress, üks objekti vaste";2;50486509700000TFB0000000000000000;6525779;670109;58,83774;26,94698;"58°50'15.85""";"26°56'49.11"""
106;Saksamaa ainus;Saksamaa;H;ainus;A;O;1;2;25;45442;0,0011003037;30,1138024883;"Tartu maakond, Peipsiääre vald, Papiaru küla, Saksamaa";"Leiti aadress, üks objekti vaste";3;795865981000000001R6E000000000000;6490653;666206;58,52418;26,85357;"58°31'27.05""";"26°51'12.86"""
107;Võnnu päälik;Võnnu;H;päälik;A;O;1;3;17;45442;0,0011223098;29,8164506632;"Tartu maakond, Kastre vald, Võnnu alevik";"Leiti aadress, üks objekti vaste";1;792919570000000000000000000000000;6464834;678429;58,28777;27,04305;"58°17'15.97""";"27°2'34.98"""
108;Eesti rikas;Eesti;H;rikas;A;O;2;21;10;45442;0,0046212755;29,3524534926;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
109;Viru verine;Viru;H;verine;A;O;1;9;6;45442;0,001188328;28,9744664635;"Võru maakond, Rõuge vald, Viru küla";"Leiti aadress, üks objekti vaste";1;876989391000000000000000000000000;6403503;663727;57,74332;26,74976;"57°44'35.97""";"26°44'59.12"""
110;Viru elav;Viru;H;elav;A;O;1;9;6;45442;0,001188328;28,9744664635;"Võru maakond, Rõuge vald, Viru küla";"Leiti aadress, üks objekti vaste";1;876989391000000000000000000000000;6403503;663727;57,74332;26,74976;"57°44'35.97""";"26°44'59.12"""
111;Jägala tuntud;Jägala;H;tuntud;A;O;1;8;7;45442;0,0012323401;28,4511075014;"Harju maakond, Jõelähtme vald, Jägala küla";"Leiti aadress, üks objekti vaste";1;372452299000000000000000000000000;6586712;570366;59,41246;25,23918;"59°24'44.85""";"25°14'21.06"""
112;Vene piiratud;Vene;H;piiratud;A;O;1;28;2;45442;0,0012323401;28,4511075014;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
113;Vene teatud;Vene;H;teatud;A;O;1;28;2;45442;0,0012323401;28,4511075014;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
114;Kuimetsa vallatu;Kuimetsa;H;vallatu;A;O;1;29;2;45442;0,0012763523;27,9550359501;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
115;Kuimetsa kogu;Kuimetsa;H;kogu;A;O;1;29;2;45442;0,0012763523;27,9550359501;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
116;Kuimetsa laialine;Kuimetsa;H;laialine;A;O;1;29;2;45442;0,0012763523;27,9550359501;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
117;Kuimetsa aurav;Kuimetsa;H;aurav;A;O;1;29;2;45442;0,0012763523;27,9550359501;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
118;Kuimetsa vagane;Kuimetsa;H;vagane;A;O;1;29;2;45442;0,0012763523;27,9550359501;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
119;Liivi seisev;Liivi;H;seisev;A;O;1;15;4;45442;0,0013203644;27,483958722;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
120;Läti hirmus;Läti;H;hirmus;A;O;1;2;30;45442;0,0013203644;27,483958722;"Rapla maakond, Märjamaa vald, Läti küla";"Leiti aadress, üks objekti vaste";1;715024647000000000000000000000000;6514129;512587;58,76651;24,21754;"58°45'59.45""";"24°13'3.15"""
121;Liivi endine;Liivi;H;endine;A;O;2;15;16;45442;0,0052814577;27,4476219029;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
122;Eesti lastud;Eesti;H;lastud;A;O;1;21;3;45442;0,0013863826;26,8198242665;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
123;Saksa tapetud;Saksa;H;tapetud;A;O;1;21;3;45442;0,0013863826;26,8198242665;"Rapla maakond, Kehtna vald, Saksa küla";"Leiti aadress, üks objekti vaste";1;712937353000000000000000000000000;6534209;550668;58,94399;24,88021;"58°56'38.36""";"24°52'48.74"""
124;Saksa tark;Saksa;H;tark;A;O;2;21;12;45442;0,0055455306;26,7825901069;"Rapla maakond, Kehtna vald, Saksa küla";"Leiti aadress, üks objekti vaste";1;712937353000000000000000000000000;6534209;550668;58,94399;24,88021;"58°56'38.36""";"24°52'48.74"""
125;Pirita tõusev;Pirita;H;tõusev;A;O;1;16;4;45442;0,0014083887;26,6088830729;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
126;Toompea ainuke;Toompea;H;ainuke;A;O;1;5;13;45442;0,0014303948;26,4028241426;"Harju maakond, Tallinn, Kesklinna linnaosa, Toompea tn";"Leiti aadress, üks objekti vaste";2;377840298000004AY0000000000000000;6588658;541967;59,43368;24,73949;"59°26'1.26""";"24°44'22.18"""
127;vene väsinud;vene;G;väsinud;A;O;1;6;11;45442;0,0014524009;26,201461866;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
128;Harju rikas;Harju;H;rikas;A;O;1;7;10;45442;0,0015404252;25,4395945132;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
129;Harju tume;Harju;H;tume;A;O;1;7;10;45442;0,0015404252;25,4395945132;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
130;Tallinn seitsmenädalane;Tallinn;H;seitsmenädalane;A;O;1;72;1;45442;0,0015844373;25,0826727708;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
131;Rootsi kihutanud;Rootsi;H;kihutanud;A;O;1;18;4;45442;0,0015844373;25,0826727708;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
132;Tallinn ajaloolik;Tallinn;H;ajaloolik;A;O;1;72;1;45442;0,0015844373;25,0826727708;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
133;Tallinn avaldav;Tallinn;H;avaldav;A;O;1;72;1;45442;0,0015844373;25,0826727708;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
134;Rootsi määratu;Rootsi;H;määratu;A;O;1;18;4;45442;0,0015844373;25,0826727708;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
135;Tallinn käepärane;Tallinn;H;käepärane;A;O;1;72;1;45442;0,0015844373;25,0826727708;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
136;Lasna uus;Lasna;H;uus;A;O;1;8;9;45442;0,0015844373;25,0826727708;"Harju maakond, Tallinn, Lasnamäe linnaosa";"Leiti aadress, üks objekti vaste";1;377840387000000000000000000000000;6588567;546772;59,43236;24,82413;"59°25'56.51""";"24°49'26.88"""
137;Viru tunginud;Viru;H;tunginud;A;O;1;9;8;45442;0,0015844373;25,0826727708;"Võru maakond, Rõuge vald, Viru küla";"Leiti aadress, üks objekti vaste";1;876989391000000000000000000000000;6403503;663727;57,74332;26,74976;"57°44'35.97""";"26°44'59.12"""
138;Rootsi vapper;Rootsi;H;vapper;A;O;1;18;4;45442;0,0015844373;25,0826727708;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
139;Tallinn tõenäitlik;Tallinn;H;tõenäitlik;A;O;1;72;1;45442;0,0015844373;25,0826727708;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
140;Tallinn surelik;Tallinn;H;surelik;A;O;1;72;1;45442;0,0015844373;25,0826727708;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
141;Moskva eksinud;Moskva;H;eksinud;A;O;1;11;7;45442;0,0016944677;24,2519594801;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
142;Moskva peetud;Moskva;H;peetud;A;O;1;11;7;45442;0,0016944677;24,2519594801;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
143;Tallinn päälik;Tallinn;H;päälik;A;O;4;72;17;45442;0,0269354342;24,2082632035;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
144;vene sagedane;vene;G;sagedane;A;O;1;6;13;45442;0,0017164737;24,0954655498;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
145;vene kibe;vene;G;kibe;A;O;1;6;13;45442;0,0017164737;24,0954655498;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
146;Eesti selge;Eesti;H;selge;A;O;2;21;15;45442;0,0069319132;23,9384252146;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
147;Lasna tume;Lasna;H;tume;A;O;1;8;10;45442;0,0017604859;23,7913169137;"Harju maakond, Tallinn, Lasnamäe linnaosa";"Leiti aadress, üks objekti vaste";1;377840387000000000000000000000000;6588567;546772;59,43236;24,82413;"59°25'56.51""";"24°49'26.88"""
148;Pirita vaba;Pirita;H;vaba;A;O;1;16;5;45442;0,0017604859;23,7913169137;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
149;Pirita vaga;Pirita;H;vaga;A;O;1;16;5;45442;0,0017604859;23,7913169137;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
150;Viru praegune;Viru;H;praegune;A;O;1;9;9;45442;0,001782492;23,6434796122;"Võru maakond, Rõuge vald, Viru küla";"Leiti aadress, üks objekti vaste";1;876989391000000000000000000000000;6403503;663727;57,74332;26,74976;"57°44'35.97""";"26°44'59.12"""
151;Vene valgendav;Vene;H;valgendav;A;O;1;28;3;45442;0,0018485102;23,2159005638;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
152;Eesti seisev;Eesti;H;seisev;A;O;1;21;4;45442;0,0018485102;23,2159005638;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
153;Kuimetsa parajane;Kuimetsa;H;parajane;A;O;1;29;3;45442;0,0019145284;22,8106061649;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
154;Moskva kangekaelne;Moskva;H;kangekaelne;A;O;1;11;8;45442;0,0019365345;22,6801300739;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
155;vene valge;vene;G;valge;A;O;1;6;15;45442;0,0019805466;22,4257238826;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
156;Liivi kuldne;Liivi;H;kuldne;A;O;1;15;6;45442;0,0019805466;22,4257238826;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
157;Moskva raske;Moskva;H;raske;A;O;2;11;33;45442;0,0079882047;22,2878056393;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
158;Lääs uhke;Lääs;H;uhke;A;O;1;3;32;45442;0,0021125831;21,7107411032;"Harju maakond, Raasiku vald, Järsi küla, Alajaama 1";"Ajalooline aadress, leiti uus kehtiv vaste";3;376512335000000009GER000000000000;6580928;559549;59,3622;25,04713;"59°21'43.92""";"25°2'49.68"""
159;Harju rõõmus;Harju;H;rõõmus;A;O;1;7;14;45442;0,0021565952;21,4871132111;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
160;Eesti väärt;Eesti;H;väärt;A;O;1;21;5;45442;0,0023106377;20,7553189091;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
161;Eesti kestnud;Eesti;H;kestnud;A;O;1;21;5;45442;0,0023106377;20,7553189091;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
162;Liivi peetud;Liivi;H;peetud;A;O;1;15;7;45442;0,0023106377;20,7553189091;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
163;Vene kentsakas;Vene;H;kentsakas;A;O;2;28;15;45442;0,0092425509;20,7072498158;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
164;Rootsi verine;Rootsi;H;verine;A;O;1;18;6;45442;0,002376656;20,4636662384;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
165;vene õnnetu;vene;G;õnnetu;A;O;1;6;18;45442;0,002376656;20,4636662384;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
166;Tallinn suur;Tallinn;H;suur;A;O;9;72;119;45442;0,1885480393;20,2925426582;"Harju maakond, Tallinn";"Leiti aadress, üks objekti vaste";1;377840000000000000000000000000000;6588522;542228;59,43244;24,74407;"59°25'56.78""";"24°44'38.64"""
167;Pirita julge;Pirita;H;julge;A;O;1;16;7;45442;0,0024646803;20,0931482734;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
168;Vene selleaegne;Vene;H;selleaegne;A;O;1;28;4;45442;0,0024646803;20,0931482734;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
169;Vene nõder;Vene;H;nõder;A;O;1;28;4;45442;0,0024646803;20,0931482734;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
170;Vene kelm;Vene;H;kelm;A;O;1;28;4;45442;0,0024646803;20,0931482734;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
171;Põltsamaa kange;Põltsamaa;H;kange;A;O;1;6;19;45442;0,0025086924;19,9152339625;"Jõgeva maakond, Põltsamaa vald";"Leiti aadress, üks objekti vaste";1;506180000000000000000000000000000;6503283;614782;58,65413;25,97769;"58°39'14.87""";"25°58'39.70"""
